Row_ID,Host_Name,Planet_Name,Number_of_Planets_in_System,Orbital_Period_days,Semi_Major_Axis_AU,Planet_Radius_jupiter_Radii,Distance_to_Star_pc,Effective_temperature_K,Stellar_Mass_solar_Mass,st_sp,st_spstr
1310,Kepler-1115,Kepler-1115 b,1,23.5540725,,0.152,935,8480,1.6,,
1311,Kepler-1116,Kepler-1116 b,1,41.6977827,,0.227,1017,5641,0.95,,
1312,Kepler-1117,Kepler-1117 b,1,4.79028459,,0.099,619,5612,0.95,,
1313,Kepler-1118,Kepler-1118 b,1,38.6715075,,0.244,818,5688,0.96,,
1314,Kepler-1119,Kepler-1119 b,1,8.3265153,,0.171,1288,6083,1.11,,
1315,Kepler-112,Kepler-112 b,2,8.408878,0.076,0.211,499,5544,,,
1316,Kepler-112,Kepler-112 c,2,28.574263,0.172,0.214,499,5544,,,
1317,Kepler-1120,Kepler-1120 b,1,2.94902905,,0.123,635,4904,0.78,,
1318,Kepler-1121,Kepler-1121 b,1,13.15141081,,0.17,529,6231,1.29,,
1319,Kepler-1122,Kepler-1122 b,1,42.1917357,,0.182,924,5544,0.92,,
1320,Kepler-1123,Kepler-1123 b,1,4.33946454,,0.149,796,5500,0.93,,
1321,Kepler-1124,Kepler-1124 b,1,2.85234897,,0.114,177,3658,0.35,,
1322,Kepler-1125,Kepler-1125 b,1,17.6700642,,0.164,910,5683,0.95,,
1323,Kepler-1126,Kepler-1126 b,1,108.593329,,0.154,668,5798,0.92,,
1324,Kepler-1127,Kepler-1127 b,1,5.12330347,,0.175,996,5664,0.97,,
1325,Kepler-1128,Kepler-1128 b,1,61.6178167,,0.326,1163,5543,0.94,,
1326,Kepler-1129,Kepler-1129 b,2,24.3397804,,0.264,1258,5831,1,,
1327,Kepler-1129,Kepler-1129 c,2,76.5369586,,0.244,1258,5831,1,,
1328,Kepler-113,Kepler-113 b,2,4.754,,0.162,255,4725,0.75,,
1329,Kepler-113,Kepler-113 c,2,8.92507,,0.194,255,4725,0.75,,
1330,Kepler-1130,Kepler-1130 b,1,5.45298175,,0.071,234,5403,0.9,,
1331,Kepler-1131,Kepler-1131 b,1,3.53232449,,0.142,1109,5851,1.03,,
1332,Kepler-1132,Kepler-1132 b,1,62.8916228,,0.21,940,5298,0.87,,
1333,Kepler-1133,Kepler-1133 b,1,11.55562343,,0.176,821,5569,0.93,,
1334,Kepler-1134,Kepler-1134 b,1,17.13263989,,0.236,997,5281,0.84,,
1335,Kepler-1135,Kepler-1135 b,1,76.957857,,0.165,728,5656,0.96,,
1336,Kepler-1136,Kepler-1136 b,1,2.36172433,,0.146,545,4512,0.72,,
1337,Kepler-1137,Kepler-1137 b,1,23.9210791,,0.196,971,6807,1.5,,
1338,Kepler-1138,Kepler-1138 b,1,3.17060005,,0.152,1101,5582,0.95,,
1339,Kepler-1139,Kepler-1139 b,1,0.81316672,,0.106,555,5550,0.94,,
1340,Kepler-114,Kepler-114 b,3,5.188549,0.053,0.112,255,4605,,6,M0 V
1341,Kepler-114,Kepler-114 c,3,8.041,,0.143,255,4605,,6,M0 V
1342,Kepler-114,Kepler-114 d,3,11.776,,0.226,255,4605,,6,M0 V
1343,Kepler-1140,Kepler-1140 b,1,24.0862707,,0.247,657,4850,0.76,,
1344,Kepler-1141,Kepler-1141 b,1,2.34451194,,0.073,365,5791,1.01,,
1345,Kepler-1142,Kepler-1142 b,1,18.3027248,,0.131,697,5685,0.97,,
1346,Kepler-1143,Kepler-1143 b,2,2.88890485,,0.149,632,5053,0.81,,
1347,Kepler-1143,Kepler-1143 c,2,210.630591,,0.321,632,5053,0.81,,
1348,Kepler-1144,Kepler-1144 b,1,17.14647302,,0.178,1012,5753,0.98,,
1349,Kepler-1145,Kepler-1145 b,1,3.97076766,,0.125,714,5064,0.79,,
1350,Kepler-1146,Kepler-1146 b,1,2.3522658,,0.11,694,4692,0.74,,
1351,Kepler-1147,Kepler-1147 b,1,10.62784997,,0.233,1476,5941,1.09,,
1352,Kepler-1148,Kepler-1148 b,1,1.10446351,,0.151,682,5054,0.81,,
1353,Kepler-1149,Kepler-1149 b,1,3.73089898,,0.128,1023,5833,1.02,,
1354,Kepler-115,Kepler-115 b,2,2.403679,0.036,0.097,631,5979,,,
1355,Kepler-115,Kepler-115 c,2,8.990889,0.087,0.232,631,5979,,,
1356,Kepler-1150,Kepler-1150 b,1,2.78786839,,0.091,373,4754,0.76,,
1357,Kepler-1151,Kepler-1151 b,1,65.6478424,,0.198,763,5470,0.88,,
1358,Kepler-1152,Kepler-1152 b,1,1.64680191,,0.078,184,3964,0.55,,
1359,Kepler-1153,Kepler-1153 b,1,1.75583533,,0.154,1185,5470,0.91,,
1360,Kepler-1154,Kepler-1154 b,2,5.1856142,,0.209,1531,6327,1.26,,
1361,Kepler-1154,Kepler-1154 c,2,8.45808312,,0.211,1531,6327,1.26,,
1362,Kepler-1155,Kepler-1155 b,1,33.469743,,0.181,987,5842,1.03,,
1363,Kepler-1156,Kepler-1156 b,1,11.89520511,,0.118,759,5778,1,,
1364,Kepler-1157,Kepler-1157 b,1,4.45743164,,0.097,346,4679,0.76,,
1365,Kepler-1158,Kepler-1158 b,1,13.5396293,,0.209,1258,6203,1.41,,
1366,Kepler-1159,Kepler-1159 b,1,22.70816791,,0.211,1238,6217,1.19,,
1367,Kepler-116,Kepler-116 b,2,5.968734,0.069,0.305,987,6142,,,
1368,Kepler-116,Kepler-116 c,2,13.07163,0.116,0.205,987,6142,,,
1369,Kepler-1160,Kepler-1160 b,1,7.97034958,,0.191,1293,5519,0.92,,
1370,Kepler-1161,Kepler-1161 b,1,10.71252541,,0.19,428,4253,0.59,,
1371,Kepler-1162,Kepler-1162 b,1,32.5637069,,0.197,989,5390,0.89,,
1372,Kepler-1163,Kepler-1163 b,1,6.11786898,,0.092,487,6302,1.22,,
1373,Kepler-1164,Kepler-1164 b,1,3.97599768,,0.1,447,5183,0.85,,
1374,Kepler-1165,Kepler-1165 b,1,9.478522,,0.138,1081,6080,1.13,,
1375,Kepler-1166,Kepler-1166 b,1,33.2406882,,0.151,648,5446,0.9,,
1376,Kepler-1167,Kepler-1167 b,1,1.00393374,,0.153,811,4971,0.79,,
1377,Kepler-1168,Kepler-1168 b,1,55.8226539,,0.223,911,5157,0.87,,
1378,Kepler-1169,Kepler-1169 b,1,6.11009134,,0.084,538,6191,1.24,,
1379,Kepler-117,Kepler-117 b,2,18.7959228,0.1445,0.719,1430,6150,1.13,3.8,F8 V
1380,Kepler-117,Kepler-117 c,2,50.790391,0.2804,1.101,1430,6150,1.13,3.8,F8 V
1381,Kepler-1170,Kepler-1170 b,1,9.98969327,,0.215,911,5069,0.8,,
1382,Kepler-1171,Kepler-1171 b,1,1.44259224,,0.228,615,7044,1.58,,
1383,Kepler-1172,Kepler-1172 b,1,26.0204423,,0.285,1292,5558,0.92,,
1384,Kepler-1173,Kepler-1173 b,1,0.7698536,,0.079,402,5252,0.86,,
1385,Kepler-1174,Kepler-1174 b,1,6.89225223,,0.142,829,5936,1.04,,
1386,Kepler-1175,Kepler-1175 b,1,37.94563,,0.267,1244,5453,0.9,,
1387,Kepler-1176,Kepler-1176 b,1,24.1738579,,0.219,1023,5844,1.01,,
1388,Kepler-1177,Kepler-1177 b,1,106.247547,,0.17,829,5712,0.98,,
1389,Kepler-1178,Kepler-1178 b,1,31.80634,,0.095,336,4990,0.8,,
1390,Kepler-1179,Kepler-1179 b,1,2.68505749,,0.118,454,5212,0.84,,
1391,Kepler-118,Kepler-118 b,2,7.518496,0.073,0.175,577,5274,,,
1392,Kepler-118,Kepler-118 c,2,20.17202,0.141,0.685,577,5274,,,
1393,Kepler-1180,Kepler-1180 b,1,16.8601286,,0.178,1284,6077,1.09,,
1394,Kepler-1181,Kepler-1181 b,1,4.89337519,,0.14,867,6176,1.17,,
1395,Kepler-1182,Kepler-1182 b,1,11.17394617,,0.215,1258,5924,1.04,,
1396,Kepler-1183,Kepler-1183 b,1,28.5057189,,0.252,1378,5765,1,,
1397,Kepler-1184,Kepler-1184 b,1,53.5991044,,0.239,1193,5983,1.05,,
1398,Kepler-1185,Kepler-1185 b,1,104.3518976,,0.119,296,5622,0.96,,
1399,Kepler-1186,Kepler-1186 b,1,16.07677615,,0.199,1112,5635,0.95,,
1400,Kepler-1187,Kepler-1187 b,1,18.87064068,,0.233,1029,5975,1.06,,
1401,Kepler-1188,Kepler-1188 b,1,17.1369543,,0.186,1202,5913,1.04,,
1402,Kepler-1189,Kepler-1189 b,1,3.78858982,,0.158,883,6012,1.11,,
1403,Kepler-119,Kepler-119 b,2,2.422082,0.035,0.321,733,5595,,,
1404,Kepler-119,Kepler-119 c,2,4.125103,0.049,0.082,733,5595,,,
1405,Kepler-1190,Kepler-1190 b,1,10.45843441,,0.119,384,4730,0.76,,
1406,Kepler-1191,Kepler-1191 b,1,5.60014851,,0.135,876,5308,0.85,,
1407,Kepler-1192,Kepler-1192 b,1,25.2034787,,0.211,1108,5438,0.86,,
1408,Kepler-1193,Kepler-1193 b,1,2.83265213,,0.118,695,5908,1.08,,
1409,Kepler-1194,Kepler-1194 b,1,16.22371307,,0.135,616,5590,0.94,,
1410,Kepler-1195,Kepler-1195 b,1,8.49642241,,0.186,812,4965,0.74,,
1411,Kepler-1196,Kepler-1196 b,1,66.1849031,,0.199,946,5756,0.98,,
1412,Kepler-1197,Kepler-1197 b,1,2.03231845,,0.112,505,4708,0.78,,
1413,Kepler-1198,Kepler-1198 b,1,7.6847716,,0.131,777,5517,0.93,,
1414,Kepler-1199,Kepler-1199 b,1,15.0447198,,0.103,540,5889,0.94,,
1415,Kepler-12,Kepler-12 b,1,4.4379629,0.0553,1.754,600,5947,1.17,,
1416,Kepler-120,Kepler-120 b,2,6.312501,0.055,0.192,376,4096,,6,M0 V
1417,Kepler-120,Kepler-120 c,2,12.794585,0.088,0.136,376,4096,,6,M0 V
1418,Kepler-1200,Kepler-1200 b,1,1.11854972,,0.095,579,4612,0.74,,
1419,Kepler-1201,Kepler-1201 b,1,15.18725932,,0.204,1202,6177,1.15,,
1420,Kepler-1202,Kepler-1202 b,1,28.6851324,,0.262,1393,5834,1.03,,
1421,Kepler-1203,Kepler-1203 b,1,0.58800076,,0.095,269,4105,0.64,,
1422,Kepler-1204,Kepler-1204 b,1,85.7350285,,0.272,1282,5825,1.03,,
1423,Kepler-1205,Kepler-1205 b,1,1.07839035,,0.126,766,5226,0.84,,
1424,Kepler-1206,Kepler-1206 b,1,1.21699766,,0.146,807,4877,0.8,,
1425,Kepler-1207,Kepler-1207 b,1,13.68237119,,0.145,946,5909,1.06,,
1426,Kepler-1208,Kepler-1208 b,1,11.08507637,,0.207,877,5001,0.8,,
1427,Kepler-1209,Kepler-1209 b,1,25.369116,,0.135,558,6210,1.23,,
1428,Kepler-121,Kepler-121 b,2,3.177422,0.039,0.209,622,5311,,,
1429,Kepler-121,Kepler-121 c,2,41.008011,0.216,0.203,622,5311,,,
1430,Kepler-1210,Kepler-1210 b,1,8.07124073,,0.152,1155,5568,0.94,,
1431,Kepler-1211,Kepler-1211 b,1,11.01816836,,0.227,1486,5705,0.96,,
1432,Kepler-1212,Kepler-1212 b,1,12.94130146,,0.191,1304,6051,1.1,,
1433,Kepler-1213,Kepler-1213 b,1,5.34982412,,0.106,685,6050,1.14,,
1434,Kepler-1214,Kepler-1214 b,1,18.82634264,,0.211,757,5130,0.85,,
1435,Kepler-1215,Kepler-1215 b,1,4.76703963,,0.109,701,5616,0.95,,
1436,Kepler-1216,Kepler-1216 b,1,4.37034536,,0.124,1124,5743,0.99,,
1437,Kepler-1217,Kepler-1217 b,1,2.03232507,,0.178,1363,5905,1.06,,
1438,Kepler-1218,Kepler-1218 b,1,22.9221266,,0.128,667,5986,1.06,,
1439,Kepler-1219,Kepler-1219 b,1,16.10467749,,0.189,622,5944,1.25,,
1440,Kepler-122,Kepler-122 b,5,5.766193,0.064,0.209,946,6050,,,
1441,Kepler-122,Kepler-122 c,5,12.465988,0.108,0.524,946,6050,,,
1442,Kepler-122,Kepler-122 d,5,21.587475,0.155,0.196,946,6050,,,
1443,Kepler-122,Kepler-122 e,5,37.993273,0.227,0.232,946,6050,,,
1444,Kepler-122,Kepler-122 f,5,56.268,,0.156,946,6050,,,
1445,Kepler-1220,Kepler-1220 b,1,7.42693741,,0.136,958,5842,1,,
1446,Kepler-1221,Kepler-1221 b,1,12.00096042,,0.168,909,5194,0.87,,
1447,Kepler-1222,Kepler-1222 b,1,1.91694425,,0.07,455,5239,0.84,,
1448,Kepler-1223,Kepler-1223 b,1,16.301259,,0.109,455,4870,0.8,,
1449,Kepler-1224,Kepler-1224 b,1,13.32351601,,0.119,578,6155,1.18,,
1450,Kepler-1225,Kepler-1225 b,1,7.01075434,,0.162,1241,6140,1.13,,
1451,Kepler-1226,Kepler-1226 b,1,17.2923453,,0.129,779,5923,1.02,,
1452,Kepler-1227,Kepler-1227 b,1,94.2887577,,0.204,667,5747,0.97,,
1453,Kepler-1228,Kepler-1228 b,1,0.57736958,,0.137,547,5063,0.78,,
1454,Kepler-1229,Kepler-1229 b,1,86.828989,,0.125,236,3784,0.54,,
1455,Kepler-123,Kepler-123 b,2,17.232366,0.135,0.262,934,6089,,,
1456,Kepler-123,Kepler-123 c,2,26.695074,0.181,0.132,934,6089,,,
1457,Kepler-1230,Kepler-1230 b,1,9.95661537,,0.242,1433,5961,1.06,,
1458,Kepler-1231,Kepler-1231 b,1,10.41725184,,0.127,948,5778,1.01,,
1459,Kepler-1232,Kepler-1232 b,1,26.7839183,,0.172,740,5471,0.92,,
1460,Kepler-1233,Kepler-1233 b,1,45.1263042,,0.232,1281,6198,1.16,,
1461,Kepler-1234,Kepler-1234 b,1,11.94014029,,0.251,866,4967,0.8,,
1462,Kepler-1235,Kepler-1235 b,1,4.16055856,,0.07,533,5541,0.93,,
1463,Kepler-1236,Kepler-1236 b,1,31.0571618,,0.191,1078,5337,0.86,,
1464,Kepler-1237,Kepler-1237 b,1,84.5733226,,0.255,1121,5472,0.94,,
1465,Kepler-1238,Kepler-1238 b,1,4.14787559,,0.172,1533,6386,1.3,,
1466,Kepler-1239,Kepler-1239 b,1,5.19104016,,0.259,2511,6564,1.4,,
1467,Kepler-124,Kepler-124 b,3,3.410493,0.039,0.065,383,4984,,,
1468,Kepler-124,Kepler-124 c,3,13.821375,0.1,0.156,383,4984,,,
1469,Kepler-124,Kepler-124 d,3,30.950851,0.17,0.099,383,4984,,,
1470,Kepler-1240,Kepler-1240 b,1,4.8663815,,0.103,614,5682,0.98,,
1471,Kepler-1241,Kepler-1241 b,1,18.5525701,,0.235,936,5261,0.84,,
1472,Kepler-1242,Kepler-1242 b,1,13.62798432,,0.202,682,4895,0.77,,
1473,Kepler-1243,Kepler-1243 b,1,16.8320729,,0.156,877,5667,0.96,,
1474,Kepler-1244,Kepler-1244 b,1,3.70428172,,0.12,764,6680,1.46,,
1475,Kepler-1245,Kepler-1245 b,2,4.35409304,,0.128,861,5306,0.86,,
1476,Kepler-1245,Kepler-1245 c,2,2.93658468,,0.128,861,5306,0.86,,
1477,Kepler-1246,Kepler-1246 b,1,11.32271513,,0.121,435,4611,0.73,,
1478,Kepler-1247,Kepler-1247 b,1,13.71220213,,0.208,1094,5303,0.86,,
1479,Kepler-1248,Kepler-1248 b,1,7.46725407,,0.105,540,6149,1.21,,
1480,Kepler-1249,Kepler-1249 b,1,24.3347127,,0.212,1674,6202,1.19,,
1481,Kepler-125,Kepler-125 b,2,4.164389,0.041,0.211,171,3810,,6.1,M1 V
1482,Kepler-125,Kepler-125 c,2,5.774464,0.051,0.066,171,3810,,6.1,M1 V
1483,Kepler-1250,Kepler-1250 b,1,2.60754383,,0.171,1371,5717,0.99,,
1484,Kepler-1251,Kepler-1251 b,1,45.0904643,,0.164,863,5545,0.92,,
1485,Kepler-1252,Kepler-1252 b,1,15.0540329,,0.149,828,5949,1.06,,
1486,Kepler-1253,Kepler-1253 b,1,68.8861915,,0.119,390,5850,0.97,,
1487,Kepler-1254,Kepler-1254 b,3,9.99113313,,0.138,676,4985,0.78,,
1488,Kepler-1254,Kepler-1254 c,3,3.60084276,,0.116,676,4985,0.78,,
1489,Kepler-1254,Kepler-1254 d,3,5.72717226,,0.117,676,4985,0.78,,
1490,Kepler-1255,Kepler-1255 b,1,36.2919336,,0.207,1344,6018,1.08,,
1491,Kepler-1256,Kepler-1256 b,1,12.4127754,,0.133,862,6129,1.17,,
1492,Kepler-1257,Kepler-1257 b,1,2.66831376,,0.136,1081,5502,0.9,,
1493,Kepler-1258,Kepler-1258 b,1,0.98494017,,0.077,651,5839,0.99,,
1494,Kepler-1259,Kepler-1259 b,1,0.66308526,,0.128,704,5053,0.8,,
1495,Kepler-126,Kepler-126 b,3,10.495711,0.099,0.136,231,6239,,,
1496,Kepler-126,Kepler-126 c,3,21.869741,0.162,0.141,231,6239,,,
1497,Kepler-126,Kepler-126 d,3,100.283134,0.448,0.223,231,6239,,,
1498,Kepler-1260,Kepler-1260 b,1,19.1187753,,0.158,1041,5961,1.06,,
1499,Kepler-1261,Kepler-1261 b,1,48.4308991,,0.202,795,5006,0.82,,
1500,Kepler-1262,Kepler-1262 b,1,8.67900242,,0.162,1153,5771,0.99,,
1501,Kepler-1263,Kepler-1263 b,1,4.55139967,,0.102,695,5213,0.84,,
1502,Kepler-1264,Kepler-1264 b,1,0.96852602,,0.105,814,5791,0.99,,
1503,Kepler-1265,Kepler-1265 b,1,6.49441289,,0.12,581,4630,0.71,,
1504,Kepler-1266,Kepler-1266 b,1,28.474748,,0.23,901,5044,0.8,,
1505,Kepler-1267,Kepler-1267 b,1,13.0313945,,0.269,1628,6096,1.15,,
1506,Kepler-1268,Kepler-1268 b,1,40.9903986,,0.181,1406,5904,1.06,,
1507,Kepler-1269,Kepler-1269 b,1,37.3331536,,0.145,710,5998,1.1,,
1508,Kepler-127,Kepler-127 b,3,14.435889,0.125,0.125,353,6106,,,
1509,Kepler-127,Kepler-127 c,3,29.393195,0.2,0.237,353,6106,,,
1510,Kepler-127,Kepler-127 d,3,48.630408,0.28,0.236,353,6106,,,
1511,Kepler-1270,Kepler-1270 b,1,6.03356196,,0.296,1204,5047,1.28,,
1512,Kepler-1271,Kepler-1271 b,1,3.0255955,,0.132,885,6143,1.13,,
1513,Kepler-1272,Kepler-1272 b,1,51.1309704,,0.211,896,5926,1.06,,
1514,Kepler-1273,Kepler-1273 b,1,28.625653,,0.222,1355,5566,0.94,,
1515,Kepler-1274,Kepler-1274 b,1,6.98152703,,0.127,609,6179,1.45,,
1516,Kepler-1275,Kepler-1275 b,1,3.65691115,,0.132,1280,6296,1.23,,
1517,Kepler-1276,Kepler-1276 b,1,12.5720095,,0.106,587,6188,1.14,,
1518,Kepler-1277,Kepler-1277 b,1,40.8365012,,0.143,606,5578,0.94,,
1519,Kepler-1278,Kepler-1278 b,1,3.23941344,,0.09,743,6074,1.11,,
1520,Kepler-1279,Kepler-1279 b,1,23.4774101,,0.156,1017,6221,1.21,,
1521,Kepler-128,Kepler-128 b,2,15.09,,0.101,399,6090,1.2,,
1522,Kepler-128,Kepler-128 c,2,22.804,,0.101,399,6090,1.2,,
1523,Kepler-1280,Kepler-1280 b,1,66.5579057,,0.167,1006,6227,1.2,,
1524,Kepler-1281,Kepler-1281 b,1,3.11602791,,0.146,1090,5353,0.87,,
1525,Kepler-1282,Kepler-1282 b,1,2.13194651,,0.138,1126,5504,0.92,,
1526,Kepler-1283,Kepler-1283 b,1,12.9460978,,0.17,1452,6175,1.16,,
1527,Kepler-1284,Kepler-1284 b,1,0.66407381,,0.108,852,5123,0.84,,
1528,Kepler-1285,Kepler-1285 b,1,14.7967458,,0.087,364,6170,1.2,,
1529,Kepler-1286,Kepler-1286 b,1,11.25402929,,0.192,1150,5753,1,,
1530,Kepler-1287,Kepler-1287 b,1,11.47685909,,0.137,1027,5715,0.96,,
1531,Kepler-1288,Kepler-1288 b,1,2.76122421,,0.1,715,6132,1.2,,
1532,Kepler-1289,Kepler-1289 b,1,7.99019627,,0.136,1059,6080,1.1,,
1533,Kepler-129,Kepler-129 b,2,15.79186,0.131,0.211,371,5770,,,
1534,Kepler-129,Kepler-129 c,2,82.20017,0.393,0.227,371,5770,,,
1535,Kepler-1290,Kepler-1290 b,1,4.69500134,,0.127,1321,5660,0.95,,
1536,Kepler-1291,Kepler-1291 b,1,8.63043276,,0.148,982,5216,0.84,,
1537,Kepler-1292,Kepler-1292 b,1,3.27646405,,0.162,1406,5556,0.95,,
1538,Kepler-1293,Kepler-1293 b,1,5.57654784,,0.087,770,6241,1.18,,
1539,Kepler-1294,Kepler-1294 b,1,115.6862258,,0.285,1120,5776,0.99,,
1540,Kepler-1295,Kepler-1295 b,1,3.81371974,,0.138,1257,5486,0.92,,
1541,Kepler-1296,Kepler-1296 b,1,8.3839865,,0.081,631,5359,0.87,,
1542,Kepler-1297,Kepler-1297 b,1,1.68189002,,0.087,996,5818,0.99,,
1543,Kepler-1298,Kepler-1298 b,1,7.12811928,,0.117,498,6339,1.45,,
1544,Kepler-1299,Kepler-1299 b,1,19.9400874,,0.266,1352,5609,0.94,,
1545,Kepler-130,Kepler-130 b,3,8.457458,0.079,0.091,330,5884,,,
1546,Kepler-130,Kepler-130 c,3,27.50868,0.178,0.259,330,5884,,,
1547,Kepler-130,Kepler-130 d,3,87.517905,0.377,0.146,330,5884,,,
1548,Kepler-1300,Kepler-1300 b,1,22.2419092,,0.122,757,6130,1.29,,
1549,Kepler-1301,Kepler-1301 b,1,9.08237046,,0.125,816,5188,0.85,,
1550,Kepler-1302,Kepler-1302 b,1,8.83922659,,0.128,727,5236,0.86,,
1551,Kepler-1303,Kepler-1303 b,1,7.56127224,,0.127,905,5771,1.01,,
1552,Kepler-1304,Kepler-1304 b,1,16.1288853,,0.204,682,5259,0.85,,
1553,Kepler-1305,Kepler-1305 b,1,13.5630972,,0.168,1343,5701,0.97,,
1554,Kepler-1306,Kepler-1306 b,1,16.29595382,,0.17,1130,5727,0.98,,
1555,Kepler-1307,Kepler-1307 b,1,18.01621096,,0.22,1396,5884,1.06,,
1556,Kepler-1308,Kepler-1308 b,1,2.10433812,,0.046,73,3468,0.35,,
1557,Kepler-1309,Kepler-1309 b,1,28.8432647,,0.211,845,5235,0.85,,
1558,Kepler-131,Kepler-131 b,2,16.092,,0.215,235,5685,1.02,,
1559,Kepler-131,Kepler-131 c,2,25.5169,,0.075,235,5685,1.02,,
1560,Kepler-1310,Kepler-1310 b,1,0.67933627,,0.128,583,5549,0.91,,
1561,Kepler-1311,Kepler-1311 b,2,11.1726994,,0.111,705,5748,1.05,,
1562,Kepler-1311,Kepler-1311 c,2,2.53573424,,0.109,705,5748,1.05,,
1563,Kepler-1312,Kepler-1312 b,1,5.44832529,,0.187,305,5719,0.99,,
1564,Kepler-1313,Kepler-1313 b,1,3.83309118,,0.157,187,5453,0.92,,
1565,Kepler-1314,Kepler-1314 b,1,5.42474928,,0.456,462,4188,0.6,,
1566,Kepler-1315,Kepler-1315 b,1,0.84338011,,0.123,505,4861,0.8,,
1567,Kepler-1316,Kepler-1316 b,1,87.9732136,,0.316,753,5884,1.04,,
1568,Kepler-1317,Kepler-1317 b,1,0.56887443,,0.139,734,5144,0.83,,
1569,Kepler-1318,Kepler-1318 b,1,213.257663,,0.277,475,4598,0.73,,
1570,Kepler-1319,Kepler-1319 b,1,2.88676265,,0.12,114,3655,0.56,,
1571,Kepler-132,Kepler-132 b,4,6.178196,0.067,0.108,303,6003,,,
1572,Kepler-132,Kepler-132 c,4,6.414914,0.068,0.114,303,6003,,,
1573,Kepler-132,Kepler-132 d,4,18.010199,0.136,0.138,303,6003,,,
1574,Kepler-132,Kepler-132 e,4,110.2869374,,0.105,303,6003,,,
1575,Kepler-1320,Kepler-1320 b,1,0.86838653,,0.152,771,4817,0.8,,
1576,Kepler-1321,Kepler-1321 b,2,11.12830484,,0.439,547,4094,0.54,,
1577,Kepler-1321,Kepler-1321 c,2,2.22649109,,0.214,547,4094,0.54,,
1578,Kepler-1322,Kepler-1322 b,1,0.96286738,,0.144,1217,5488,0.9,,
1579,Kepler-1323,Kepler-1323 b,1,0.92990668,,0.136,530,6169,1.18,,
1580,Kepler-1324,Kepler-1324 b,1,4.11584468,,0.135,522,4776,0.78,,
1581,Kepler-1325,Kepler-1325 b,1,33.8786838,,0.255,955,5550,0.93,,
1582,Kepler-1326,Kepler-1326 b,1,42.3514267,,0.373,910,6725,1.45,,
1583,Kepler-1327,Kepler-1327 b,1,14.88801098,,0.161,688,5885,1.02,,
1584,Kepler-1328,Kepler-1328 b,1,4.52158888,,0.087,630,5780,1,,
1585,Kepler-1329,Kepler-1329 b,1,9.33646594,,0.194,624,4500,0.72,,
1586,Kepler-133,Kepler-133 b,2,8.129976,0.083,0.157,530,5736,,,
1587,Kepler-133,Kepler-133 c,2,31.517586,0.204,0.253,530,5736,,,
1588,Kepler-1330,Kepler-1330 b,1,10.10769068,,0.147,939,5608,0.97,,
1589,Kepler-1331,Kepler-1331 b,1,0.78916165,,0.094,365,4508,0.72,,
1590,Kepler-1332,Kepler-1332 b,1,11.87456832,,0.122,515,5581,0.95,,
1591,Kepler-1333,Kepler-1333 b,1,109.6471842,,0.251,958,5628,0.94,,
1592,Kepler-1334,Kepler-1334 b,1,15.64591713,,0.204,1047,5614,0.94,,
1593,Kepler-1335,Kepler-1335 b,1,6.26406846,,0.129,628,4903,0.77,,
1594,Kepler-1336,Kepler-1336 b,2,23.198681,,0.177,822,5512,0.94,,
1595,Kepler-1336,Kepler-1336 c,2,5.77721211,,0.153,822,5512,0.94,,
1596,Kepler-1337,Kepler-1337 b,1,24.4002549,,0.215,588,4523,0.7,,
1597,Kepler-1338,Kepler-1338 b,1,0.93511806,,0.082,619,5909,1.04,,
1598,Kepler-1339,Kepler-1339 b,1,1.34155513,,0.063,267,5586,0.94,,
1599,Kepler-134,Kepler-134 b,2,5.317429,0.06,0.178,369,5983,,,
1600,Kepler-134,Kepler-134 c,2,10.105785,0.092,0.112,369,5983,,,
1601,Kepler-1340,Kepler-1340 b,1,0.66502692,,0.138,1421,6331,1.27,,
1602,Kepler-1341,Kepler-1341 b,1,132.9968322,,0.267,466,4662,0.79,,
1603,Kepler-1342,Kepler-1342 b,1,2.21571036,,0.148,941,5527,0.93,,
1604,Kepler-1343,Kepler-1343 b,1,3.35183158,,0.172,1307,5759,0.95,,
1605,Kepler-1344,Kepler-1344 b,1,4.7683049,,0.164,851,5981,1.09,,
1606,Kepler-1345,Kepler-1345 b,1,44.6169557,,0.211,1164,6449,1.32,,
1607,Kepler-1346,Kepler-1346 b,1,3.40165668,,0.141,1123,6133,1.14,,
1608,Kepler-1347,Kepler-1347 b,1,14.00947528,,0.092,321,5193,0.82,,
1609,Kepler-1348,Kepler-1348 b,1,27.5722742,,0.173,1033,5911,1.04,,
1610,Kepler-1349,Kepler-1349 b,1,2.12823928,,0.062,260,6086,1.16,,
1611,Kepler-135,Kepler-135 b,2,6.00253,0.067,0.161,604,6090,,,
1612,Kepler-135,Kepler-135 c,2,11.448708,0.103,0.103,604,6090,,,
1613,Kepler-1350,Kepler-1350 b,2,4.4968604,,0.225,350,3827,0.55,,
1614,Kepler-1350,Kepler-1350 c,2,1.76678906,,0.154,350,3827,0.55,,
1615,Kepler-1351,Kepler-1351 b,1,0.91614077,,0.058,241,4439,0.7,,
1616,Kepler-1352,Kepler-1352 b,1,1.87788275,,0.079,637,6118,1.11,,
1617,Kepler-1353,Kepler-1353 b,1,24.7543966,,0.161,596,4776,0.76,,
1618,Kepler-1354,Kepler-1354 b,1,76.613377,,0.265,1057,6168,1.16,,
1619,Kepler-1355,Kepler-1355 b,1,1.28958811,,0.13,963,5352,0.88,,
