Row_ID,Host_Name,Planet_Name,Number_of_Planets_in_System,Orbital_Period_days,Semi_Major_Axis_AU,Planet_Radius_jupiter_Radii,Distance_to_Star_pc,Effective_temperature_K,Stellar_Mass_solar_Mass,st_sp,st_spstr
2024,Kepler-170,Kepler-170 b,2,7.930592,0.08,0.285,743,5679,,,
2025,Kepler-170,Kepler-170 c,2,16.665863,0.131,0.255,743,5679,,,
2026,Kepler-171,Kepler-171 b,3,4.166972,0.05,0.209,1026,5642,,,
2027,Kepler-171,Kepler-171 c,3,11.463462,0.098,0.228,1026,5642,,,
2028,Kepler-171,Kepler-171 d,3,39.595519,0.223,0.169,1026,5642,,,
2029,Kepler-172,Kepler-172 b,4,2.940309,0.04,0.21,796,5526,,,
2030,Kepler-172,Kepler-172 c,4,6.388996,0.068,0.255,796,5526,,,
2031,Kepler-172,Kepler-172 d,4,14.627119,0.118,0.201,796,5526,,,
2032,Kepler-172,Kepler-172 e,4,35.118736,0.211,0.246,796,5526,,,
2033,Kepler-173,Kepler-173 b,2,4.263742,0.048,0.115,810,6031,,,
2034,Kepler-173,Kepler-173 c,2,8.005777,0.074,0.217,810,6031,,,
2035,Kepler-174,Kepler-174 b,3,13.98179,0.1,0.175,371,4880,,,
2036,Kepler-174,Kepler-174 c,3,44.000529,0.214,0.133,371,4880,,,
2037,Kepler-174,Kepler-174 d,3,247.35373,0.677,0.195,371,4880,,,
2038,Kepler-175,Kepler-175 b,2,11.903515,0.105,0.228,1279,6064,,,
2039,Kepler-175,Kepler-175 c,2,34.035257,0.213,0.277,1279,6064,,,
2040,Kepler-176,Kepler-176 b,4,5.433074,0.058,0.128,564,5232,,,
2041,Kepler-176,Kepler-176 c,4,12.759712,0.102,0.232,564,5232,,,
2042,Kepler-176,Kepler-176 d,4,25.751974,0.163,0.224,564,5232,,,
2043,Kepler-176,Kepler-176 e,4,51.16579,,0.129,564,5232,,,
2044,Kepler-177,Kepler-177 b,2,36.855,,0.259,1068,5942,,,
2045,Kepler-177,Kepler-177 c,2,49.412,,0.633,1068,5942,,,
2046,Kepler-178,Kepler-178 b,3,9.576694,0.085,0.259,741,5676,,,
2047,Kepler-178,Kepler-178 c,3,20.552802,0.142,0.257,741,5676,,,
2048,Kepler-178,Kepler-178 d,3,96.678988,0.397,0.352,741,5676,,,
2049,Kepler-179,Kepler-179 b,2,2.735926,0.036,0.146,660,5302,,,
2050,Kepler-179,Kepler-179 c,2,6.40013,0.064,0.178,660,5302,,,
2051,Kepler-18,Kepler-18 b,3,3.504725,0.0447,0.178,507,5345,0.97,,
2052,Kepler-18,Kepler-18 c,3,7.64159,0.0752,0.49,507,5345,0.97,,
2053,Kepler-18,Kepler-18 d,3,14.85888,0.1172,0.623,507,5345,0.97,,
2054,Kepler-180,Kepler-180 b,2,13.817124,0.109,0.134,675,5731,,,
2055,Kepler-180,Kepler-180 c,2,41.885775,0.229,0.269,675,5731,,,
2056,Kepler-181,Kepler-181 b,2,3.137873,0.04,0.113,667,5333,,,
2057,Kepler-181,Kepler-181 c,2,4.302149,0.049,0.178,667,5333,,,
2058,Kepler-182,Kepler-182 b,2,9.825792,0.096,0.23,1409,6250,,,
2059,Kepler-182,Kepler-182 c,2,20.684342,0.157,0.306,1409,6250,,,
2060,Kepler-183,Kepler-183 b,2,5.687945,0.064,0.184,1015,5888,,,
2061,Kepler-183,Kepler-183 c,2,11.637071,0.103,0.203,1015,5888,,,
2062,Kepler-184,Kepler-184 b,3,10.687576,0.092,0.211,716,5788,,,
2063,Kepler-184,Kepler-184 c,3,20.303005,0.141,0.176,716,5788,,,
2064,Kepler-184,Kepler-184 d,3,29.022358,0.179,0.222,716,5788,,,
2065,Kepler-185,Kepler-185 b,2,1.6329,0.026,0.104,511,5208,,,
2066,Kepler-185,Kepler-185 c,2,20.729042,0.139,0.18,511,5208,,,
2067,Kepler-186,Kepler-186 b,5,3.8867907,0.0343,0.095,172,3755,0.54,6.1,M1
2068,Kepler-186,Kepler-186 c,5,7.267302,0.0451,0.112,172,3755,0.54,6.1,M1
2069,Kepler-186,Kepler-186 d,5,13.342996,0.0781,0.125,172,3755,0.54,6.1,M1
2070,Kepler-186,Kepler-186 e,5,22.407704,0.11,0.113,172,3755,0.54,6.1,M1
2071,Kepler-186,Kepler-186 f,5,129.9441,0.432,0.104,172,3755,0.54,6.1,M1
2072,Kepler-187,Kepler-187 b,2,4.938864,0.059,0.126,867,6105,,,
2073,Kepler-187,Kepler-187 c,2,10.640263,0.099,0.238,867,6105,,,
2074,Kepler-188,Kepler-188 b,2,2.061897,0.032,0.15,896,6021,,,
2075,Kepler-188,Kepler-188 c,2,5.996553,0.066,0.285,896,6021,,,
2076,Kepler-189,Kepler-189 b,2,10.399931,0.088,0.108,618,5235,,,
2077,Kepler-189,Kepler-189 c,2,20.134866,0.137,0.212,618,5235,,,
2078,Kepler-19,Kepler-19 b,3,9.28716,,,2119,5544,0.94,,
2079,Kepler-19,Kepler-19 c,3,28.731,,,2119,5544,0.94,,
2080,Kepler-19,Kepler-19 d,3,62.95,,,2119,5544,0.94,,
2081,Kepler-190,Kepler-190 b,2,2.019999,0.03,0.139,455,5106,,,
2082,Kepler-190,Kepler-190 c,2,3.763024,0.045,0.13,455,5106,,,
2083,Kepler-191,Kepler-191 b,3,9.939632,0.087,0.12,626,5282,,,
2084,Kepler-191,Kepler-191 c,3,17.738506,0.128,0.166,626,5282,,,
2085,Kepler-191,Kepler-191 d,3,5.94504102,,0.203,626,5282,,,
2086,Kepler-192,Kepler-192 b,3,9.926746,0.09,0.244,616,5479,,,
2087,Kepler-192,Kepler-192 c,3,21.2234,0.15,0.249,616,5479,,,
2088,Kepler-192,Kepler-192 d,3,6.47027579,,0.091,616,5479,,,
2089,Kepler-193,Kepler-193 b,2,11.38848,0.106,0.213,1196,6335,,,
2090,Kepler-193,Kepler-193 c,2,50.697494,0.286,0.245,1196,6335,,,
2091,Kepler-194,Kepler-194 b,3,2.092281,0.032,0.135,1218,6089,,,
2092,Kepler-194,Kepler-194 c,3,17.308032,0.131,0.231,1218,6089,,,
2093,Kepler-194,Kepler-194 d,3,52.814973,0.275,0.214,1218,6089,,,
2094,Kepler-195,Kepler-195 b,2,8.307872,0.077,0.181,649,5329,,,
2095,Kepler-195,Kepler-195 c,2,34.096863,0.197,0.138,649,5329,,,
2096,Kepler-196,Kepler-196 b,2,20.739886,0.138,0.17,452,5128,,,
2097,Kepler-196,Kepler-196 c,2,47.427737,0.24,0.2,452,5128,,,
2098,Kepler-197,Kepler-197 b,4,5.599308,0.06,0.091,341,6004,,,
2099,Kepler-197,Kepler-197 c,4,10.349695,0.09,0.11,341,6004,,,
2100,Kepler-197,Kepler-197 d,4,15.677563,0.119,0.109,341,6004,,,
2101,Kepler-197,Kepler-197 e,4,25.209715,0.164,0.081,341,6004,,,
2102,Kepler-198,Kepler-198 b,3,17.790037,0.131,0.252,512,5574,,,
2103,Kepler-198,Kepler-198 c,3,49.567416,0.259,0.22,512,5574,,,
2104,Kepler-198,Kepler-198 d,3,1.31184443,,0.136,512,5574,,,
2105,Kepler-199,Kepler-199 b,2,23.637604,0.158,0.277,493,5644,,,
2106,Kepler-199,Kepler-199 c,2,67.093408,0.316,0.29,493,5644,,,
2107,Kepler-20,Kepler-20 b,6,3.69611525,0.0463,0.167,290,5495,0.95,,
2108,Kepler-20,Kepler-20 c,6,10.85409089,0.0949,0.272,290,5495,0.95,,
2109,Kepler-20,Kepler-20 d,6,77.61130017,0.3506,0.245,290,5495,0.95,,
2110,Kepler-20,Kepler-20 e,6,6.09852281,0.0639,0.077,290,5495,0.95,,
2111,Kepler-20,Kepler-20 f,6,19.57758478,0.1396,0.089,290,5495,0.95,,
2112,Kepler-20,Kepler-20 g,6,34.94,0.2055,,290,5495,0.95,,
2113,Kepler-200,Kepler-200 b,2,8.594805,0.08,0.19,658,5678,,,
2114,Kepler-200,Kepler-200 c,2,10.222157,0.09,0.142,658,5678,,,
2115,Kepler-201,Kepler-201 b,2,25.672083,0.175,0.219,613,6065,,,
2116,Kepler-201,Kepler-201 c,2,151.884058,0.573,0.254,613,6065,,,
2117,Kepler-202,Kepler-202 b,2,4.069427,0.045,0.145,302,4668,,,
2118,Kepler-202,Kepler-202 c,2,16.282493,0.113,0.165,302,4668,,,
2119,Kepler-203,Kepler-203 b,3,3.162697,0.043,0.229,697,5821,,,
2120,Kepler-203,Kepler-203 c,3,5.370647,0.061,0.22,697,5821,,,
2121,Kepler-203,Kepler-203 d,3,11.32972,0.1,0.128,697,5821,,,
2122,Kepler-204,Kepler-204 b,2,14.400974,0.117,0.226,769,5812,,,
2123,Kepler-204,Kepler-204 c,2,25.660593,0.173,0.16,769,5812,,,
2124,Kepler-205,Kepler-205 b,2,2.75564,0.032,0.135,150,4321,,6.1,M1 V
2125,Kepler-205,Kepler-205 c,2,20.306546,0.122,0.146,150,4321,,6.1,M1 V
2126,Kepler-206,Kepler-206 b,3,7.781987,0.078,0.107,617,5764,,,
2127,Kepler-206,Kepler-206 c,3,13.137471,0.111,0.158,617,5764,,,
2128,Kepler-206,Kepler-206 d,3,23.44281,0.163,0.106,617,5764,,,
2129,Kepler-207,Kepler-207 b,3,1.611865,0.029,0.14,760,5920,,,
2130,Kepler-207,Kepler-207 c,3,3.071571,0.044,0.134,760,5920,,,
2131,Kepler-207,Kepler-207 d,3,5.868075,0.068,0.295,760,5920,,,
2132,Kepler-208,Kepler-208 b,4,4.22864,0.054,0.145,856,6092,,,
2133,Kepler-208,Kepler-208 c,4,7.466623,0.079,0.124,856,6092,,,
2134,Kepler-208,Kepler-208 d,4,11.131786,0.103,0.107,856,6092,,,
2135,Kepler-208,Kepler-208 e,4,16.259458,0.132,0.132,856,6092,,,
2136,Kepler-209,Kepler-209 b,2,16.087845,0.122,0.202,584,5513,,,
2137,Kepler-209,Kepler-209 c,2,41.749882,0.231,0.277,584,5513,,,
2138,Kepler-21,Kepler-21 b,1,2.78578,0.042717,0.146,113,6305,1.41,3.6,F6 IV
2139,Kepler-210,Kepler-210 b,2,2.453234,0.032,0.262,242,4559,,6,M0 V
2140,Kepler-210,Kepler-210 c,2,7.972513,0.07,0.323,242,4559,,6,M0 V
2141,Kepler-211,Kepler-211 b,2,4.138575,0.048,0.112,322,5123,,,
2142,Kepler-211,Kepler-211 c,2,6.04045,0.062,0.115,322,5123,,,
2143,Kepler-212,Kepler-212 b,2,16.257582,0.133,0.097,597,5852,,,
2144,Kepler-212,Kepler-212 c,2,31.805174,0.207,0.244,597,5852,,,
2145,Kepler-213,Kepler-213 b,2,2.46236,0.036,0.145,578,5696,,,
2146,Kepler-213,Kepler-213 c,2,4.822962,0.057,0.209,578,5696,,,
2147,Kepler-214,Kepler-214 b,2,15.660544,0.13,0.233,804,6169,,,
2148,Kepler-214,Kepler-214 c,2,28.7798,0.194,0.19,804,6169,,,
2149,Kepler-215,Kepler-215 b,4,9.360672,0.084,0.145,467,5739,,,
2150,Kepler-215,Kepler-215 c,4,14.667108,0.113,0.158,467,5739,,,
2151,Kepler-215,Kepler-215 d,4,30.864423,0.185,0.213,467,5739,,,
2152,Kepler-215,Kepler-215 e,4,68.16101,0.314,0.156,467,5739,,,
2153,Kepler-216,Kepler-216 b,2,7.693641,0.079,0.21,913,6091,,,
2154,Kepler-216,Kepler-216 c,2,17.406669,0.136,0.271,913,6091,,,
2155,Kepler-217,Kepler-217 b,3,5.374943,0.065,0.199,1066,6171,,,
2156,Kepler-217,Kepler-217 c,3,8.586004,0.089,0.165,1066,6171,,,
2157,Kepler-217,Kepler-217 d,3,3.88689525,,0.118,1066,6171,,,
2158,Kepler-218,Kepler-218 b,3,3.619337,0.046,0.132,636,5502,,,
2159,Kepler-218,Kepler-218 c,3,44.699576,0.248,0.28,636,5502,,,
2160,Kepler-218,Kepler-218 d,3,124.5244647,,0.237,636,5502,,,
2161,Kepler-219,Kepler-219 b,3,4.585512,0.057,0.263,946,5786,,,
2162,Kepler-219,Kepler-219 c,3,22.714613,0.165,0.319,946,5786,,,
2163,Kepler-219,Kepler-219 d,3,47.903645,0.272,0.251,946,5786,,,
2164,Kepler-22,Kepler-22 b,1,289.8623,0.849,0.212,190,5518,0.97,4.5,G5 V
2165,Kepler-220,Kepler-220 b,4,4.159807,0.046,0.072,154,4632,,,
2166,Kepler-220,Kepler-220 c,4,9.034199,0.076,0.14,154,4632,,,
2167,Kepler-220,Kepler-220 d,4,28.122397,0.163,0.087,154,4632,,,
2168,Kepler-220,Kepler-220 e,4,45.902733,0.226,0.119,154,4632,,,
2169,Kepler-221,Kepler-221 b,4,2.795906,0.037,0.153,414,5243,,,
2170,Kepler-221,Kepler-221 c,4,5.690586,0.059,0.261,414,5243,,,
2171,Kepler-221,Kepler-221 d,4,10.04156,0.087,0.244,414,5243,,,
2172,Kepler-221,Kepler-221 e,4,18.369917,0.13,0.235,414,5243,,,
2173,Kepler-222,Kepler-222 b,3,3.936981,0.048,0.282,781,5433,,,
2174,Kepler-222,Kepler-222 c,3,10.08881,0.091,0.414,781,5433,,,
2175,Kepler-222,Kepler-222 d,3,28.081912,0.18,0.329,781,5433,,,
2176,Kepler-223,Kepler-223 b,4,7.38449,,0.267,1135,,1.12,,
2177,Kepler-223,Kepler-223 c,4,9.84564,,0.307,1135,,1.12,,
2178,Kepler-223,Kepler-223 d,4,14.78869,,0.467,1135,,1.12,,
2179,Kepler-223,Kepler-223 e,4,19.72567,,0.41,1135,,1.12,,
2180,Kepler-224,Kepler-224 b,4,3.132924,0.038,0.124,783,5018,,,
2181,Kepler-224,Kepler-224 c,4,5.925003,0.058,0.278,783,5018,,,
2182,Kepler-224,Kepler-224 d,4,11.349393,0.089,0.205,783,5018,,,
2183,Kepler-224,Kepler-224 e,4,18.643577,0.124,0.176,783,5018,,,
2184,Kepler-225,Kepler-225 b,2,6.738975,0.056,0.107,498,3682,,6.1,M1 V
2185,Kepler-225,Kepler-225 c,2,18.794234,0.111,0.164,498,3682,,6.1,M1 V
2186,Kepler-226,Kepler-226 b,3,3.940997,0.047,0.138,966,5571,,,
2187,Kepler-226,Kepler-226 c,3,5.349555,0.058,0.203,966,5571,,,
2188,Kepler-226,Kepler-226 d,3,8.109044,0.076,0.109,966,5571,,,
2189,Kepler-227,Kepler-227 b,2,9.488015,0.09,0.277,1095,5854,,,
2190,Kepler-227,Kepler-227 c,2,54.418694,0.29,0.271,1095,5854,,,
2191,Kepler-228,Kepler-228 b,3,2.566546,0.038,0.136,1307,6043,,,
2192,Kepler-228,Kepler-228 c,3,4.134444,0.052,0.241,1307,6043,,,
2193,Kepler-228,Kepler-228 d,3,11.094286,0.101,0.36,1307,6043,,,
2194,Kepler-229,Kepler-229 b,3,6.252972,0.062,0.196,877,5120,,,
2195,Kepler-229,Kepler-229 c,3,16.068638,0.117,0.439,877,5120,,,
2196,Kepler-229,Kepler-229 d,3,41.194912,0.22,0.343,877,5120,,,
2197,Kepler-23,Kepler-23 b,3,7.1073,0.075,0.17,800,5828,,,
2198,Kepler-23,Kepler-23 c,3,10.7421,0.099,0.285,800,5828,,,
2199,Kepler-23,Kepler-23 d,3,15.274299,0.124,0.196,800,5828,,,
2200,Kepler-230,Kepler-230 b,2,32.625555,0.191,0.38,775,5588,,,
2201,Kepler-230,Kepler-230 c,2,91.773242,0.38,0.182,775,5588,,,
2202,Kepler-231,Kepler-231 b,2,10.065275,0.074,0.154,325,3767,,6.1,M1 V
2203,Kepler-231,Kepler-231 c,2,19.271566,0.114,0.172,325,3767,,6.1,M1 V
2204,Kepler-232,Kepler-232 b,2,4.431222,0.054,0.275,1155,5847,,,
2205,Kepler-232,Kepler-232 c,2,11.379349,0.101,0.342,1155,5847,,,
2206,Kepler-233,Kepler-233 b,2,8.472382,0.077,0.217,825,5360,,,
2207,Kepler-233,Kepler-233 c,2,60.418955,0.287,0.242,825,5360,,,
2208,Kepler-234,Kepler-234 b,2,2.711506,0.04,0.33,1651,6224,,,
2209,Kepler-234,Kepler-234 c,2,7.21205,0.077,0.313,1651,6224,,,
2210,Kepler-235,Kepler-235 b,4,3.340222,0.037,0.199,369,4255,,6,M0 V
2211,Kepler-235,Kepler-235 c,4,7.824904,0.065,0.114,369,4255,,6,M0 V
2212,Kepler-235,Kepler-235 d,4,20.060548,0.122,0.183,369,4255,,6,M0 V
2213,Kepler-235,Kepler-235 e,4,46.183669,0.213,0.198,369,4255,,6,M0 V
2214,Kepler-236,Kepler-236 b,2,8.295611,0.065,0.14,265,3750,,6.1,M1 V
2215,Kepler-236,Kepler-236 c,2,23.968127,0.132,0.178,265,3750,,6.1,M1 V
2216,Kepler-237,Kepler-237 b,2,4.715106,0.05,0.126,647,4861,,,
2217,Kepler-237,Kepler-237 c,2,8.103636,0.071,0.186,647,4861,,,
2218,Kepler-238,Kepler-238 b,5,2.090876,0.034,0.154,1369,5751,,,
2219,Kepler-238,Kepler-238 c,5,6.155557,0.069,0.213,1369,5751,,,
2220,Kepler-238,Kepler-238 d,5,13.233549,0.115,0.274,1369,5751,,,
2221,Kepler-238,Kepler-238 e,5,23.654,,0.5,1369,5751,,,
2222,Kepler-238,Kepler-238 f,5,50.447,,0.178,1369,5751,,,
2223,Kepler-239,Kepler-239 b,2,11.763051,0.095,0.208,658,4914,,,
2224,Kepler-239,Kepler-239 c,2,56.228098,0.268,0.224,658,4914,,,
2225,Kepler-24,Kepler-24 b,4,8.1453,0.08,0.214,1200,5897,,,
2226,Kepler-24,Kepler-24 c,4,12.3335,0.106,0.25,1200,5897,,,
2227,Kepler-24,Kepler-24 d,4,4.244384,0.051,0.149,1200,5897,,,
2228,Kepler-24,Kepler-24 e,4,18.998355,0.138,0.248,1200,5897,,,
2229,Kepler-240,Kepler-240 b,2,4.144495,0.048,0.122,738,4985,,,
2230,Kepler-240,Kepler-240 c,2,7.953528,0.074,0.196,738,4985,,,
2231,Kepler-241,Kepler-241 b,2,12.718092,0.094,0.208,512,4699,,,
2232,Kepler-241,Kepler-241 c,2,36.065978,0.189,0.229,512,4699,,,
2233,Kepler-242,Kepler-242 b,2,8.20395,0.075,0.233,670,5020,,,
2234,Kepler-242,Kepler-242 c,2,14.496481,0.109,0.178,670,5020,,,
2235,Kepler-243,Kepler-243 b,2,5.715442,0.062,0.219,669,5228,,,
2236,Kepler-243,Kepler-243 c,2,20.026218,0.142,0.178,669,5228,,,
2237,Kepler-244,Kepler-244 b,3,4.311792,0.05,0.246,928,5554,,,
2238,Kepler-244,Kepler-244 c,3,9.767292,0.087,0.183,928,5554,,,
2239,Kepler-244,Kepler-244 d,3,20.050401,0.14,0.206,928,5554,,,
2240,Kepler-245,Kepler-245 b,4,7.49019,0.071,0.229,866,5100,,,
2241,Kepler-245,Kepler-245 c,4,17.460812,0.124,0.194,866,5100,,,
2242,Kepler-245,Kepler-245 d,4,36.277108,0.202,0.27,866,5100,,,
2243,Kepler-245,Kepler-245 e,4,3.21982106,,0.156,866,5100,,,
2244,Kepler-246,Kepler-246 b,2,4.60182,0.052,0.209,736,5206,,,
2245,Kepler-246,Kepler-246 c,2,11.187161,0.095,0.134,736,5206,,,
2246,Kepler-247,Kepler-247 b,3,3.33616,0.042,0.146,667,5100,,,
2247,Kepler-247,Kepler-247 c,3,9.439452,0.084,0.365,667,5100,,,
2248,Kepler-247,Kepler-247 d,3,20.477912,0.14,0.352,667,5100,,,
2249,Kepler-248,Kepler-248 b,2,6.308205,0.066,0.269,800,5190,,,
2250,Kepler-248,Kepler-248 c,2,16.239494,0.123,0.363,800,5190,,,
2251,Kepler-249,Kepler-249 b,3,3.306539,0.035,0.097,133,3568,,6.2,M2 V
2252,Kepler-249,Kepler-249 c,3,7.113702,0.058,0.135,133,3568,,6.2,M2 V
2253,Kepler-249,Kepler-249 d,3,15.368459,0.097,0.14,133,3568,,6.2,M2 V
2254,Kepler-25,Kepler-25 b,3,6.2385,,0.242,254.26,6270,1.19,,
2255,Kepler-25,Kepler-25 c,3,12.7204,,0.464,254.26,6270,1.19,,
2256,Kepler-25,Kepler-25 d,3,123,,,254.26,6270,1.19,,
2257,Kepler-250,Kepler-250 b,3,4.148141,0.048,0.101,788,5160,,,
2258,Kepler-250,Kepler-250 c,3,7.156804,0.069,0.203,788,5160,,,
2259,Kepler-250,Kepler-250 d,3,17.648312,0.127,0.194,788,5160,,,
2260,Kepler-251,Kepler-251 b,4,4.790936,0.053,0.119,1014,5526,,,
2261,Kepler-251,Kepler-251 c,4,16.514043,0.122,0.247,1014,5526,,,
2262,Kepler-251,Kepler-251 d,4,30.133001,0.182,0.247,1014,5526,,,
2263,Kepler-251,Kepler-251 e,4,99.640161,0.404,0.247,1014,5526,,,
2264,Kepler-252,Kepler-252 b,2,6.668391,0.058,0.11,391,4208,,6,M0 V
2265,Kepler-252,Kepler-252 c,2,10.848463,0.08,0.192,391,4208,,6,M0 V
2266,Kepler-253,Kepler-253 b,3,3.783986,0.046,0.145,849,5208,,,
2267,Kepler-253,Kepler-253 c,3,10.281951,0.089,0.236,849,5208,,,
2268,Kepler-253,Kepler-253 d,3,18.119869,0.13,0.283,849,5208,,,
2269,Kepler-254,Kepler-254 b,3,5.826662,0.064,0.345,1366,5957,,,
2270,Kepler-254,Kepler-254 c,3,12.412183,0.105,0.192,1366,5957,,,
2271,Kepler-254,Kepler-254 d,3,18.746477,0.139,0.223,1366,5957,,,
2272,Kepler-255,Kepler-255 b,3,5.714606,0.063,0.138,1011,5573,,,
2273,Kepler-255,Kepler-255 c,3,9.946047,0.092,0.267,1011,5573,,,
2274,Kepler-255,Kepler-255 d,3,1.04562266,,0.118,1011,5573,,,
2275,Kepler-256,Kepler-256 b,4,1.620493,0.027,0.142,1181,5551,,,
2276,Kepler-256,Kepler-256 c,4,3.38802,0.045,0.192,1181,5551,,,
2277,Kepler-256,Kepler-256 d,4,5.839172,0.064,0.221,1181,5551,,,
2278,Kepler-256,Kepler-256 e,4,10.681572,0.096,0.21,1181,5551,,,
2279,Kepler-257,Kepler-257 b,3,2.382667,0.034,0.233,775,5180,,,
2280,Kepler-257,Kepler-257 c,3,6.581484,0.066,0.483,775,5180,,,
2281,Kepler-257,Kepler-257 d,3,24.664551,0.16,0.442,775,5180,,,
2282,Kepler-258,Kepler-258 b,2,13.19722,0.103,0.362,592,4942,,,
2283,Kepler-258,Kepler-258 c,2,33.653079,0.193,0.322,592,4942,,,
2284,Kepler-259,Kepler-259 b,2,8.115317,0.079,0.25,1014,5938,,,
2285,Kepler-259,Kepler-259 c,2,36.924931,0.217,0.241,1014,5938,,,
2286,Kepler-26,Kepler-26 b,4,12.28,,0.248,339,3914,0.54,6,M0 V
2287,Kepler-26,Kepler-26 c,4,17.2559,,0.243,339,3914,0.54,6,M0 V
2288,Kepler-26,Kepler-26 d,4,3.543919,0.039,0.095,339,3914,0.54,6,M0 V
2289,Kepler-26,Kepler-26 e,4,46.827915,0.22,0.215,339,3914,0.54,6,M0 V
2290,Kepler-260,Kepler-260 b,2,8.187399,0.075,0.179,589,5250,,,
2291,Kepler-260,Kepler-260 c,2,76.050178,0.332,0.155,589,5250,,,
2292,Kepler-261,Kepler-261 b,2,10.381227,0.088,0.194,338,5098,,,
2293,Kepler-261,Kepler-261 c,2,24.570858,0.156,0.178,338,5098,,,
2294,Kepler-262,Kepler-262 b,2,13.060855,0.108,0.121,810,5841,,,
2295,Kepler-262,Kepler-262 c,2,21.853722,0.152,0.146,810,5841,,,
2296,Kepler-263,Kepler-263 b,2,16.568087,0.12,0.238,891,5265,,,
2297,Kepler-263,Kepler-263 c,2,47.332773,0.242,0.22,891,5265,,,
2298,Kepler-264,Kepler-264 b,2,40.806231,0.249,0.297,955,6158,,,
2299,Kepler-264,Kepler-264 c,2,140.101261,0.566,0.252,955,6158,,,
2300,Kepler-265,Kepler-265 b,4,6.846262,0.069,0.166,1360,5835,,,
2301,Kepler-265,Kepler-265 c,4,17.028937,0.127,0.235,1360,5835,,,
2302,Kepler-265,Kepler-265 d,4,43.130617,0.236,0.222,1360,5835,,,
2303,Kepler-265,Kepler-265 e,4,67.831024,0.319,0.231,1360,5835,,,
2304,Kepler-266,Kepler-266 b,2,6.61833,0.071,0.221,1090,5885,,,
2305,Kepler-266,Kepler-266 c,2,107.723601,0.457,0.347,1090,5885,,,
2306,Kepler-267,Kepler-267 b,3,3.353728,0.037,0.177,281,4258,,6.1,M1 V
2307,Kepler-267,Kepler-267 c,3,6.87745,0.06,0.19,281,4258,,6.1,M1 V
2308,Kepler-267,Kepler-267 d,3,28.464515,0.154,0.203,281,4258,,6.1,M1 V
2309,Kepler-268,Kepler-268 b,2,25.934138,0.18,0.227,818,6081,,,
2310,Kepler-268,Kepler-268 c,2,83.446393,0.391,0.302,818,6081,,,
2311,Kepler-269,Kepler-269 b,2,5.326718,0.061,0.22,1193,5847,,,
2312,Kepler-269,Kepler-269 c,2,8.127899,0.081,0.151,1193,5847,,,
2313,Kepler-27,Kepler-27 b,2,15.3348,0.118,0.357,1140,5400,0.65,,
2314,Kepler-27,Kepler-27 c,2,31.3309,0.191,0.437,1140,5400,0.65,,
2315,Kepler-270,Kepler-270 b,2,11.476094,0.107,0.179,1019,6067,,,
2316,Kepler-270,Kepler-270 c,2,25.262887,0.18,0.158,1019,6067,,,
2317,Kepler-271,Kepler-271 b,3,5.217738,0.056,0.079,418,5524,,,
2318,Kepler-271,Kepler-271 c,3,7.410935,0.071,0.089,418,5524,,,
2319,Kepler-271,Kepler-271 d,3,5.24972541,,0.059,418,5524,,,
2320,Kepler-272,Kepler-272 b,3,2.971353,0.038,0.128,699,5297,,,
2321,Kepler-272,Kepler-272 c,3,6.057342,0.061,0.16,699,5297,,,
2322,Kepler-272,Kepler-272 d,3,10.937304,0.091,0.201,699,5297,,,
2323,Kepler-273,Kepler-273 b,2,2.936532,0.037,0.134,874,5626,,,
2324,Kepler-273,Kepler-273 c,2,8.014927,0.073,0.177,874,5626,,,
2325,Kepler-274,Kepler-274 b,2,11.634788,0.101,0.137,1172,6023,,,
2326,Kepler-274,Kepler-274 c,2,33.197861,0.204,0.164,1172,6023,,,
2327,Kepler-275,Kepler-275 b,3,10.300682,0.098,0.209,1818,6165,,,
2328,Kepler-275,Kepler-275 c,3,16.088134,0.132,0.302,1818,6165,,,
2329,Kepler-275,Kepler-275 d,3,35.676062,0.224,0.297,1818,6165,,,
2330,Kepler-276,Kepler-276 b,3,14.12841,0.119,0.256,1326,6105,,,
2331,Kepler-276,Kepler-276 c,3,31.884,,0.259,1326,6105,,,
2332,Kepler-276,Kepler-276 d,3,48.648,,0.25,1326,6105,,,
2333,Kepler-277,Kepler-277 b,2,17.324,,0.261,859,5946,,,
2334,Kepler-277,Kepler-277 c,2,33.006,,0.3,859,5946,,,
2335,Kepler-278,Kepler-278 b,2,30.160546,0.207,0.363,431,4991,,,
2336,Kepler-278,Kepler-278 c,2,51.078775,0.294,0.32,431,4991,,,
2337,Kepler-279,Kepler-279 b,3,12.309681,0.112,0.323,1223,6363,,,
2338,Kepler-279,Kepler-279 c,3,35.736,,0.384,1223,6363,,,
2339,Kepler-279,Kepler-279 d,3,54.414,,0.277,1223,6363,,,
2340,Kepler-28,Kepler-28 b,2,5.9123,0.062,0.321,472,4590,0.75,6,M0 V
2341,Kepler-28,Kepler-28 c,2,8.9858,0.081,0.303,472,4590,0.75,6,M0 V
2342,Kepler-280,Kepler-280 b,2,2.139542,0.032,0.129,751,5744,,,
2343,Kepler-280,Kepler-280 c,2,4.807091,0.056,0.179,751,5744,,,
2344,Kepler-281,Kepler-281 b,2,14.646008,0.117,0.252,1276,5723,,,
2345,Kepler-281,Kepler-281 c,2,36.337373,0.215,0.474,1276,5723,,,
2346,Kepler-282,Kepler-282 b,4,9.220524,0.082,0.09,1048,5602,,,
